iter,time,f(xk),||Df(xk)||
3457,0.000105,1.313987e+02,4.86134019
3458,0.000098,1.313902e+02,4.03431015
3459,0.000101,1.313825e+02,3.47944114
3460,0.000108,1.313776e+02,6.40349307
3461,0.000104,1.313670e+02,5.11271593
3462,0.000099,1.313581e+02,4.20871659
3463,0.000105,1.313503e+02,3.59694693
3464,0.000123,1.313465e+02,6.78541373
3465,0.000121,1.313352e+02,5.38651889
3466,0.000113,1.313259e+02,4.40024272
3467,0.000120,1.313179e+02,3.72722153
3468,0.000112,1.313153e+02,7.19829672
3469,0.002236,1.313033e+02,5.68419599
3470,0.000120,1.312936e+02,4.61006896
3471,0.000112,1.312853e+02,3.87125643
3472,0.000107,1.312841e+02,7.64414896
3473,0.000106,1.312713e+02,6.00729904
3474,0.000107,1.312611e+02,4.83944504
3475,0.000126,1.312525e+02,4.03009595
3476,0.000104,1.312447e+02,3.48943350
3477,0.000097,1.312392e+02,6.35747368
3478,0.000096,1.312284e+02,5.08970092
3479,0.000101,1.312194e+02,4.20485294
3480,0.000122,1.312114e+02,3.60873510
3481,0.000111,1.312069e+02,6.73657317
3482,0.000113,1.311955e+02,5.36226735
3483,0.000172,1.311861e+02,4.39668932
3484,0.000124,1.311778e+02,3.74086631
3485,0.000121,1.311744e+02,7.14645952
3486,0.000128,1.311623e+02,5.65861002
3487,0.000114,1.311524e+02,4.60680868
3488,0.000130,1.311438e+02,3.88684554
3489,0.000120,1.311418e+02,7.58915007
3490,0.000111,1.311288e+02,5.98029779
3491,0.000119,1.311183e+02,4.83648295
3492,0.000123,1.311094e+02,4.04774348
3493,0.000119,1.311089e+02,8.06681291
3494,0.000120,1.310949e+02,6.32900322
3495,0.000125,1.310838e+02,5.08705350
3496,0.000144,1.310745e+02,4.22468226
3497,0.000123,1.310661e+02,3.64760789
3498,0.000123,1.310606e+02,6.70649577
3499,0.000130,1.310488e+02,5.35994741
3500,0.000119,1.310390e+02,4.41885572
3501,0.000117,1.310303e+02,3.78416540
3502,0.000125,1.310258e+02,7.11477683
3503,0.000116,1.310133e+02,5.65670067
3504,0.000130,1.310029e+02,4.63150478
3505,0.000131,1.309938e+02,3.93492147
3506,0.000121,1.309905e+02,7.55584314
3507,0.001987,1.309770e+02,5.97887934
3508,0.000097,1.309661e+02,4.86390807
3509,0.000105,1.309566e+02,4.10095894
3510,0.000138,1.309546e+02,8.03185789
3511,0.000106,1.309400e+02,6.32815724
3512,0.000106,1.309284e+02,5.11741003
3513,0.000123,1.309184e+02,4.28340210
3514,0.000108,1.309179e+02,8.54514195
3515,0.000110,1.309022e+02,6.70631262
3516,0.000116,1.308898e+02,5.39341787
3517,0.000110,1.308792e+02,4.48341018
3518,0.000105,1.308697e+02,3.87635198
3519,0.000108,1.308633e+02,7.11521403
3520,0.000107,1.308500e+02,5.69341395
3521,0.000185,1.308388e+02,4.70219342
3522,0.000163,1.308289e+02,4.03635124
3523,0.000134,1.308234e+02,7.55697578
3524,0.000132,1.308090e+02,6.01897643
3525,0.000119,1.307971e+02,4.94097449
3526,0.000111,1.307866e+02,4.21204069
3527,0.000128,1.307821e+02,8.03366823
3528,0.000123,1.307666e+02,6.37167511
3529,0.000159,1.307539e+02,5.20096463
3530,0.000124,1.307427e+02,4.40437000
3531,0.000121,1.307394e+02,8.54751146
3532,0.000108,1.307226e+02,6.75315152
3533,0.000113,1.307089e+02,5.48338168
3534,0.000101,1.306970e+02,4.61424226
3535,0.000105,1.306952e+02,9.10085437
3536,0.000139,1.306767e+02,7.16510132
3537,0.000140,1.306620e+02,5.78942908
3538,0.000128,1.306494e+02,4.84248453
3539,0.000130,1.306491e+02,9.69616791
3540,0.000132,1.306289e+02,7.60926313
3541,0.000134,1.306130e+02,6.12027717
3542,0.000131,1.305994e+02,5.08981794
3543,0.000151,1.305872e+02,4.40449962
3544,0.000140,1.305789e+02,8.08738610
3545,0.001967,1.305616e+02,6.47706619
3546,0.000107,1.305470e+02,5.35686326
3547,0.000102,1.305340e+02,4.60708600
3548,0.000104,1.305265e+02,8.60144568
3549,0.000093,1.305077e+02,6.86092351
3550,0.000088,1.304920e+02,5.64407088
3551,0.000130,1.304781e+02,4.82439620
3552,0.000112,1.304716e+02,9.15322230
3553,0.000102,1.304511e+02,7.27281818
3554,0.000095,1.304342e+02,5.95169902
3555,0.000109,1.304194e+02,5.05604867
3556,0.000097,1.304142e+02,9.74459887
3557,0.000110,1.303918e+02,7.71370255
3558,0.000149,1.303736e+02,6.27987776
3559,0.000191,1.303577e+02,5.30142432
3560,0.000144,1.303542e+02,10.37756995
3561,0.000133,1.303297e+02,8.18454593
3562,0.000154,1.303101e+02,6.62866263
3563,0.000142,1.302932e+02,5.55973549
3564,0.000139,1.302918e+02,11.05430342
3565,0.000133,1.302651e+02,8.68642077
3566,0.000126,1.302440e+02,6.99814844
3567,0.000123,1.302260e+02,5.83016754
3568,0.000113,1.302097e+02,5.05263111
3569,0.000110,1.301982e+02,9.22060254
3570,0.000128,1.301756e+02,7.38867585
3571,0.000116,1.301565e+02,6.11215159
3572,0.000110,1.301394e+02,5.25433043
3573,0.000112,1.301296e+02,9.78907974
3574,0.000114,1.301053e+02,7.80111318
3575,0.000119,1.300852e+02,6.40559326
3576,0.000111,1.300675e+02,5.45857207
3577,0.000116,1.300599e+02,10.39413897
3578,0.000130,1.300340e+02,8.23691575
3579,0.000120,1.300129e+02,6.71119757
3580,0.000116,1.299945e+02,5.66532036
3581,0.000127,1.299901e+02,11.03897140
3582,0.000121,1.299625e+02,8.69855742
3583,0.000124,1.299404e+02,7.03085730
3584,0.000129,1.299216e+02,5.87590809
3585,0.001671,1.299211e+02,11.72776378
3586,0.000086,1.298917e+02,9.18967601
3587,0.000082,1.298689e+02,7.36786148
3588,0.000083,1.298497e+02,6.09332315
3589,0.000081,1.298326e+02,5.22980591
3590,0.000082,1.298229e+02,9.71502699
3591,0.000083,1.297992e+02,7.72693910
3592,0.000096,1.297797e+02,6.32231494
3593,0.000082,1.297628e+02,5.35871901
3594,0.000081,1.297569e+02,10.28072530
3595,0.000084,1.297323e+02,8.11410831
3596,0.000085,1.297127e+02,6.56907902
3597,0.000088,1.296960e+02,5.49636594
3598,0.000106,1.296946e+02,10.89310607
3599,0.000138,1.296692e+02,8.53592201
3600,0.000130,1.296493e+02,6.84063694
3601,0.000120,1.296328e+02,5.65025496
3602,0.000177,1.296182e+02,4.83863991
3603,0.000225,1.296102e+02,8.99903053
3604,0.000191,1.295901e+02,7.14416941
3605,0.000166,1.295737e+02,5.82820188
3606,0.000152,1.295596e+02,4.91976339
3607,0.000138,1.295557e+02,9.50995194
3608,0.000123,1.295352e+02,7.48635119
3609,0.000142,1.295190e+02,6.03738643
3610,0.000135,1.295052e+02,5.02559262
3611,0.000123,1.294930e+02,4.33980942
3612,0.000123,1.294846e+02,7.87249926
3613,0.000108,1.294683e+02,6.28355937
3614,0.000119,1.294549e+02,5.16242836
3615,0.000123,1.294432e+02,4.39367642
3616,0.000122,1.294380e+02,8.30684024
3617,0.000107,1.294216e+02,6.57089401
3618,0.000118,1.294083e+02,5.33472034
3619,0.000119,1.293970e+02,4.47784340
3620,0.000119,1.293952e+02,8.79215812
3621,0.000117,1.293783e+02,6.90187181
3622,0.000129,1.293650e+02,5.54498886
3623,0.000161,1.293539e+02,4.59504047
3624,0.001819,1.293440e+02,3.95014003
3625,0.000083,1.293380e+02,7.27777829
3626,0.000090,1.293245e+02,5.79427035
3627,0.000083,1.293134e+02,4.74630861
3628,0.000083,1.293038e+02,4.02765098
3629,0.000083,1.293002e+02,7.69942360
3630,0.000086,1.292863e+02,6.08274666
3631,0.000082,1.292752e+02,4.93156092
3632,0.000082,1.292656e+02,4.13452243
3633,0.000083,1.292645e+02,8.16725692
3634,0.000084,1.292501e+02,6.41015233
3635,0.000080,1.292387e+02,5.15012923
3636,0.000083,1.292291e+02,4.26991525
3637,0.000094,1.292206e+02,3.67484794
3638,0.000107,1.292153e+02,6.77629116
3639,0.000098,1.292036e+02,5.40130494
3640,0.000099,1.291939e+02,4.43284876
3641,0.000119,1.291854e+02,3.77187700
3642,0.000122,1.291819e+02,7.18145383
3643,0.000118,1.291696e+02,5.68469425
3644,0.000122,1.291597e+02,4.62253529
3645,0.000120,1.291511e+02,3.89094494
3646,0.000180,1.291495e+02,7.62626046
3647,0.000176,1.291366e+02,6.00026535
3648,0.000212,1.291263e+02,4.83853328
3649,0.000168,1.291176e+02,4.03137861
3650,0.000115,1.291098e+02,3.48971239
3651,0.000125,1.291043e+02,6.34845946
3652,0.000170,1.290936e+02,5.08084904
3653,0.000138,1.290847e+02,4.19292219
3654,0.000128,1.290768e+02,3.59137155
3655,0.000118,1.290726e+02,6.73028111
3656,0.000112,1.290614e+02,5.34994697
3657,0.000112,1.290522e+02,4.37571546
3658,0.000107,1.290441e+02,3.70958518
3659,0.000114,1.290415e+02,7.14703238
3660,0.000129,1.290296e+02,5.64662021
3661,0.000116,1.290201e+02,4.58022926
3662,0.000119,1.290118e+02,3.84461683
3663,0.000121,1.290108e+02,7.60039677
3664,0.001905,1.289982e+02,5.97199850
3665,0.000084,1.289883e+02,4.80723465
3666,0.000083,1.289798e+02,3.99700893
3667,0.000081,1.289722e+02,3.45284050
3668,0.000083,1.289672e+02,6.32748155
3669,0.000081,1.289567e+02,5.05775738
3670,0.000084,1.289480e+02,4.16754266
3671,0.000081,1.289403e+02,3.56401004
3672,0.000094,1.289365e+02,6.71480607
3673,0.000084,1.289254e+02,5.33305379
3674,0.000082,1.289164e+02,4.35717469
3675,0.000080,1.289085e+02,3.68953711
3676,0.000085,1.289061e+02,7.13581930
3677,0.000082,1.288944e+02,5.63451073
3678,0.000082,1.288849e+02,4.56699321
3679,0.000112,1.288768e+02,3.83030216
3680,0.000098,1.288760e+02,7.59259669
3681,0.000101,1.288635e+02,5.96368742
3682,0.000096,1.288536e+02,4.79821914
3683,0.000111,1.288452e+02,3.98729946
3684,0.000105,1.288377e+02,3.44264282
3685,0.000100,1.288328e+02,6.32229060
3686,0.000106,1.288224e+02,5.05220091
3687,0.000139,1.288137e+02,4.16163522
3688,0.000115,1.288061e+02,3.55790394
3689,0.000115,1.288023e+02,6.71227054
3690,0.000126,1.287913e+02,5.33042139
3691,0.000134,1.287823e+02,4.35449575
3692,0.000145,1.287744e+02,3.68694826
3693,0.000146,1.287721e+02,7.13562807
3694,0.000156,1.287603e+02,5.63442994
3695,0.000145,1.287509e+02,4.56713380
3696,0.000130,1.287428e+02,3.83081728
3697,0.000108,1.287420e+02,7.59455015
3698,0.000146,1.287295e+02,5.96590361
3699,0.000143,1.287196e+02,4.80088964
3700,0.000138,1.287112e+02,3.99062175
3701,0.000114,1.287037e+02,3.44677870
3702,0.000120,1.286987e+02,6.32663749
3703,0.000122,1.286883e+02,5.05720089
3704,0.001959,1.286796e+02,4.16755458
3705,0.000101,1.286718e+02,3.56493362
3706,0.000101,1.286680e+02,6.71864911
3707,0.000099,1.286569e+02,5.33761856
3708,0.000129,1.286479e+02,4.36286833
3709,0.000095,1.286399e+02,3.69674290
3710,0.000083,1.286374e+02,7.14399427
3711,0.000084,1.286256e+02,5.64374722
3712,0.000084,1.286161e+02,4.57786921
3713,0.000082,1.286080e+02,3.84329889
3714,0.000083,1.286070e+02,7.60490627
3715,0.000085,1.285943e+02,5.97731030
3716,0.000084,1.285844e+02,4.81394232
3717,0.000085,1.285759e+02,4.00575489
3718,0.000116,1.285682e+02,3.46417992
3719,0.000154,1.285630e+02,6.34014341
3720,0.000155,1.285525e+02,5.07256450
3721,0.000143,1.285436e+02,4.18534092
3722,0.000151,1.285358e+02,3.58542090
3723,0.000188,1.285317e+02,6.73430094
3724,0.000143,1.285205e+02,5.35532249
3725,0.000150,1.285113e+02,4.38334348
3726,0.000151,1.285032e+02,3.72038803
3727,0.000149,1.285004e+02,7.16187345
3728,0.000192,1.284884e+02,5.66385459
3729,0.000207,1.284787e+02,4.60110087
3730,0.000202,1.284704e+02,3.87020503
3731,0.000220,1.284690e+02,7.62512785
3732,0.000220,1.284562e+02,5.99991676
3733,0.000244,1.284460e+02,4.84002936
3734,0.000216,1.284373e+02,4.03605559
3735,0.000238,1.284294e+02,3.49891177
3736,0.000233,1.284238e+02,6.36537611
3737,0.000175,1.284130e+02,5.10163610
3738,0.000205,1.284039e+02,4.21919927
3739,0.000200,1.283958e+02,3.62444326
3740,0.000215,1.283912e+02,6.76231949
3741,0.000204,1.283797e+02,5.38753904
3742,0.000191,1.283702e+02,4.42095278
3743,0.002873,1.283618e+02,3.76396887
3744,0.000122,1.283584e+02,7.19287004
3745,0.000121,1.283461e+02,5.69940770
3746,0.000125,1.283361e+02,4.64268455
3747,0.000117,1.283274e+02,3.91864358
3748,0.000126,1.283254e+02,7.65932779
3749,0.000122,1.283121e+02,6.03902954
3750,0.000140,1.283015e+02,4.88584085
3751,0.000140,1.282924e+02,4.08968132
3752,0.000112,1.282920e+02,8.16416871
3753,0.000111,1.282777e+02,6.40831287
3754,0.000122,1.282665e+02,5.15194835
3755,0.000151,1.282569e+02,4.27835432
3756,0.000209,1.282484e+02,3.69288079
3757,0.000266,1.282429e+02,6.80928387
3758,0.000229,1.282308e+02,5.44263269
3759,0.000171,1.282208e+02,4.48601436
3760,0.000173,1.282119e+02,3.83973499
3761,0.000158,1.282075e+02,7.24421936
3762,0.000168,1.281946e+02,5.75964029
3763,0.000172,1.281839e+02,4.71406652
3764,0.000152,1.281746e+02,4.00227733
3765,0.000149,1.281714e+02,7.71541705
3766,0.000147,1.281575e+02,6.10476324
3767,0.000154,1.281462e+02,4.96396140
3768,0.000129,1.281364e+02,4.18172339
3769,0.000136,1.281347e+02,8.22536595
3770,0.000136,1.281196e+02,6.47991698
3771,0.000130,1.281075e+02,5.23722277
3772,0.000125,1.280972e+02,4.37933067
3773,0.000139,1.280971e+02,8.77673988
3774,0.000151,1.280806e+02,6.88713805
3775,0.000140,1.280677e+02,5.53544438
3776,0.000152,1.280568e+02,4.59639068
3777,0.000137,1.280469e+02,3.96834082
3778,0.000142,1.280406e+02,7.32857250
3779,0.000158,1.280267e+02,5.86030465
3780,0.000135,1.280150e+02,4.83424566
3781,0.000131,1.280046e+02,4.14310492
3782,0.000129,1.279993e+02,7.80663330
3783,0.000121,1.279842e+02,6.21358360
3784,0.000122,1.279717e+02,5.09424328
3785,0.000120,1.279607e+02,4.33514844
3786,0.000132,1.279565e+02,8.32370387
3787,0.000111,1.279401e+02,6.59705741
3788,0.001776,1.279267e+02,5.37771313
3789,0.000102,1.279150e+02,4.54546478
3790,0.000117,1.279121e+02,8.88233896
3791,0.000115,1.278942e+02,7.01258106
3792,0.000151,1.278797e+02,5.68598397
3793,0.000125,1.278672e+02,4.77497890
3794,0.000123,1.278660e+02,9.48524500
3795,0.000106,1.278463e+02,7.46207141
3796,0.000098,1.278307e+02,6.02036299
3797,0.000117,1.278173e+02,5.02451691
3798,0.000120,1.278051e+02,4.36377413
3799,0.000103,1.277962e+02,7.94747928
3800,0.000119,1.277792e+02,6.38213907
3801,0.000109,1.277648e+02,5.29481021
3802,0.000150,1.277519e+02,4.56839115
3803,0.000135,1.277438e+02,8.47098017
3804,0.000130,1.277253e+02,6.77259755
3805,0.000131,1.277098e+02,5.58643246
3806,0.000125,1.276959e+02,4.78853131
3807,0.000124,1.276889e+02,9.03460781
3808,0.000117,1.276687e+02,7.19289701
3809,0.000113,1.276519e+02,5.89978450
3810,0.000119,1.276371e+02,5.02391831
3811,0.000114,1.276314e+02,9.64052268
3812,0.000120,1.276093e+02,7.64420091
3813,0.000130,1.275913e+02,6.23515823
3814,0.000122,1.275754e+02,5.27405546
3815,0.000121,1.275714e+02,10.29103061
3816,0.000132,1.275472e+02,8.12771907
3817,0.000120,1.275278e+02,6.59279733
3818,0.000119,1.275109e+02,5.53830144
3819,0.000125,1.275091e+02,10.98865114
3820,0.000124,1.274826e+02,8.64480024
3821,0.000122,1.274616e+02,6.97301786
3822,0.000131,1.274437e+02,5.81601923
3823,0.000115,1.274274e+02,5.04543872
3824,0.000132,1.274158e+02,9.19704337
3825,0.000127,1.273932e+02,7.37642188
3826,0.000112,1.273741e+02,6.10685491
3827,0.001527,1.273571e+02,5.25295684
3828,0.000086,1.273472e+02,9.78678279
3829,0.000087,1.273230e+02,7.80417410
3830,0.000087,1.273029e+02,6.41097083
3831,0.000096,1.272851e+02,5.46433057
3832,0.000095,1.272777e+02,10.41672024
3833,0.000093,1.272517e+02,8.25807943
3834,0.000095,1.272306e+02,6.72937589
3835,0.000097,1.272122e+02,5.67978879
3836,0.000103,1.272080e+02,11.09049894
3837,0.000176,1.271803e+02,8.74099624
3838,0.000171,1.271582e+02,7.06430319
3839,0.000160,1.271394e+02,5.90096972
3840,0.000145,1.271393e+02,11.81279113
3841,0.000154,1.271098e+02,9.25697308
3842,0.000138,1.270868e+02,7.41940649
3843,0.000148,1.270675e+02,6.13119526
3844,0.000129,1.270504e+02,5.25626955
3845,0.000148,1.270411e+02,9.81119596
3846,0.000135,1.270172e+02,7.79979010
3847,0.000117,1.269977e+02,6.37555965
3848,0.000108,1.269807e+02,5.39590914
3849,0.000114,1.269754e+02,10.41019494
3850,0.000123,1.269506e+02,8.21182599
3851,0.000120,1.269308e+02,6.64058135
3852,0.000109,1.269140e+02,5.54659851
3853,0.000116,1.269135e+02,11.06072423
3854,0.000124,1.268877e+02,8.66239945
3855,0.000116,1.268676e+02,6.93356819
3856,0.000119,1.268509e+02,5.71611649
3857,0.000124,1.268363e+02,4.88324787
3858,0.000125,1.268290e+02,9.15846955
3859,0.000117,1.268086e+02,7.26194368
3860,0.000127,1.267921e+02,5.91249613
3861,0.000125,1.267778e+02,4.97767508
3862,0.000124,1.267748e+02,9.70684019
3863,0.000129,1.267539e+02,7.63257866
3864,0.001635,1.267374e+02,6.14306922
3865,0.000089,1.267236e+02,5.09923375
3866,0.000081,1.267113e+02,4.38887724
3867,0.000083,1.267036e+02,8.05097846
3868,0.000084,1.266870e+02,6.41370619
3869,0.000082,1.266734e+02,5.25432136
3870,0.000083,1.266616e+02,4.45596472
3871,0.000082,1.266573e+02,8.52157366
3872,0.000081,1.266405e+02,6.72869030
3873,0.000083,1.266270e+02,5.44745080
3874,0.000079,1.266155e+02,4.55545498
3875,0.000081,1.266148e+02,9.04739947
3876,0.000082,1.265974e+02,7.09064443
3877,0.000092,1.265838e+02,5.68121465
3878,0.000155,1.265725e+02,4.69012621
3879,0.000123,1.265626e+02,4.01385600
3880,0.000117,1.265573e+02,7.50105730
3881,0.000124,1.265435e+02,5.95676610
3882,0.000124,1.265322e+02,4.86109022
3883,0.000207,1.265224e+02,4.10571379
3884,0.000219,1.265198e+02,7.96101266
3885,0.000185,1.265055e+02,6.27445840
3886,0.000128,1.264941e+02,5.06836625
3887,0.000131,1.264844e+02,4.22878556
3888,0.000132,1.264757e+02,3.66319047
3889,0.000142,1.264694e+02,6.63423581
3890,0.000134,1.264577e+02,5.31144472
3891,0.000131,1.264480e+02,4.38235848
3892,0.000111,1.264393e+02,3.75021364
3893,0.000120,1.264349e+02,7.03631628
3894,0.000115,1.264228e+02,5.58986447
3895,0.000115,1.264128e+02,4.56560890
3896,0.000118,1.264042e+02,3.86194264
3897,0.000114,1.264017e+02,7.48118996
3898,0.000116,1.263890e+02,5.90341645
3899,0.000147,1.263788e+02,4.77790910
3900,0.000144,1.263700e+02,3.99752434
3901,0.000116,1.263696e+02,7.96988847
3902,0.000125,1.263561e+02,6.25236824
3903,0.000126,1.263455e+02,5.01903798
3904,0.001759,1.263366e+02,4.15645942
3905,0.000086,1.263286e+02,3.57307332
3906,0.000084,1.263240e+02,6.63748306
3907,0.000085,1.263129e+02,5.28924455
3908,0.000083,1.263037e+02,4.33868353
3909,0.000082,1.262956e+02,3.68957038
3910,0.000082,1.262925e+02,7.06011918
3911,0.000084,1.262808e+02,5.58925485
3912,0.000087,1.262713e+02,4.54453746
3913,0.000080,1.262631e+02,3.82449453
3914,0.000081,1.262617e+02,7.52195033
3915,0.000084,1.262492e+02,5.92014054
3916,0.000080,1.262393e+02,4.77470573
3917,0.000106,1.262308e+02,3.97828559
3918,0.000105,1.262232e+02,3.44361555
3919,0.000098,1.262180e+02,6.28332343
3920,0.000096,1.262076e+02,5.03019674
3921,0.000095,1.261989e+02,4.15168490
3922,0.000104,1.261911e+02,3.55611840
3923,0.000133,1.261872e+02,6.68061965
3924,0.000125,1.261762e+02,5.31230576
3925,0.000123,1.261671e+02,4.34566332
3926,0.000118,1.261592e+02,3.68413859
3927,0.000119,1.261567e+02,7.11401722
3928,0.000205,1.261450e+02,5.62250945
3929,0.000216,1.261356e+02,4.56136743
3930,0.000182,1.261275e+02,3.82859393
3931,0.000156,1.261267e+02,7.58577554
3932,0.000136,1.261141e+02,5.96249502
3933,0.000124,1.261043e+02,4.80011051
3934,0.000135,1.260959e+02,3.99054792
3935,0.000156,1.260884e+02,3.44614079
3936,0.000139,1.260835e+02,6.33413157
3937,0.000129,1.260731e+02,5.06336155
3938,0.000125,1.260644e+02,4.17120080
3939,0.000107,1.260567e+02,3.56544955
3940,0.000105,1.260531e+02,6.73955707
3941,0.000119,1.260420e+02,5.35274641
3942,0.000121,1.260330e+02,4.37185289
3943,0.001959,1.260251e+02,3.69965807
3944,0.000092,1.260229e+02,7.18099383
3945,0.000083,1.260111e+02,5.66998154
3946,0.000089,1.260017e+02,4.59388883
3947,0.000084,1.259935e+02,3.84991579
3948,0.000083,1.259930e+02,7.66087740
3949,0.000082,1.259803e+02,6.01693156
3950,0.000086,1.259704e+02,4.83879605
3951,0.000084,1.259620e+02,4.01745408
3952,0.000080,1.259544e+02,3.46458571
3953,0.000083,1.259497e+02,6.39560178
3954,0.000083,1.259392e+02,5.10817537
3955,0.000087,1.259304e+02,4.20359859
3956,0.000110,1.259227e+02,3.58891267
3957,0.000111,1.259192e+02,6.80824013
3958,0.000098,1.259080e+02,5.40375545
3959,0.000098,1.258989e+02,4.40974497
3960,0.000102,1.258909e+02,3.72811814
3961,0.000097,1.258889e+02,7.25715919
3962,0.000097,1.258769e+02,5.72733641
3963,0.000104,1.258673e+02,4.63735434
3964,0.000098,1.258591e+02,3.88342256
3965,0.000097,1.258587e+02,7.74487497
3966,0.000109,1.258458e+02,6.08085552
3967,0.000136,1.258357e+02,4.88797897
3968,0.000126,1.258272e+02,4.05611606
3969,0.000115,1.258195e+02,3.49608565
3970,0.000122,1.258148e+02,6.46638405
3971,0.000128,1.258041e+02,5.16327791
3972,0.000190,1.257952e+02,4.24757595
3973,0.000203,1.257873e+02,3.62535618
3974,0.000222,1.257838e+02,6.88623474
3975,0.000133,1.257724e+02,5.46503437
3976,0.000128,1.257631e+02,4.45924442
3977,0.000142,1.257550e+02,3.76970356
3978,0.000139,1.257529e+02,7.34278027
3979,0.000133,1.257406e+02,5.79509984
3980,0.000128,1.257308e+02,4.69262648
3981,0.000115,1.257224e+02,3.93038802
3982,0.000111,1.257220e+02,7.83859766
3983,0.001937,1.257088e+02,6.15546306
3984,0.000104,1.256984e+02,4.94931765
3985,0.000099,1.256897e+02,4.10873781
3986,0.000101,1.256818e+02,3.54343576
3987,0.000102,1.256769e+02,6.54824710
3988,0.000095,1.256658e+02,5.23102089
3989,0.000087,1.256567e+02,4.30616844
3990,0.000083,1.256485e+02,3.67855176
3991,0.000085,1.256448e+02,6.97582155
3992,0.000115,1.256330e+02,5.53956543
3993,0.000097,1.256234e+02,4.52416053
3994,0.000100,1.256150e+02,3.82911838
3995,0.000099,1.256127e+02,7.44061439
3996,0.000091,1.256000e+02,5.87684893
3997,0.000133,1.255898e+02,4.76425799
3998,0.000107,1.255811e+02,3.99643181
3999,0.000109,1.255804e+02,7.94526149
4000,0.000100,1.255667e+02,6.24490877
4001,0.000104,1.255559e+02,5.02809674
4002,0.000111,1.255467e+02,4.18185629
4003,0.000099,1.255385e+02,3.61443369
4004,0.000099,1.255330e+02,6.64591818
4005,0.000112,1.255215e+02,5.31742151
